ENROLLMENT;TUITION PAYMENT MARCH 2022;TUITION PAYMENT MARCH 2023;GENDER;TYPE OF EDUCATIONAL INSTITUTION;EDUCATIONAL INSTITUTION;INSTITUTION STATUS;DEPARTMENT;PROVINCE;DISTRICT;CLASSIFICATION;CAMPUS;FACULTY;PROGRAM/MAJOR;SHIFT/SCHEDULE;BENEFIT DISCOUNTS;STUDY MODE;AGE RANGE OF ENROLLED STUDENT;DISABILITY;NUMBER OF ENROLLED COURSES;AT-RISK COURSE
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;M;COLEGIO;DIVINO MAESTRO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;0;0
Reinscrito;1;1;F;COLEGIO;TEODOSIO E. FRANCO GARCIA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;TRILCE;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;FELIPE GUAMAN POMA DE AYALA;ESTATAL;AYACUCHO;SUCRE;QUEROBAMBA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;PARCONA;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;M;COLEGIO;SAN LUIS GONZAGA;ESTATAL;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;LA TINGUINA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Remoto;3. 21-23;No;2;2
Reinscrito;1;1;F;COLEGIO;NUESTRA SEÑORA DE LAS MERCEDES;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;0;0;M;;;;ICA;ICA;PARCONA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;4;4
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;INSTITUTO;SAN FRANCISCO DE ASIS;ESTATAL;ICA;CHINCHA;CHINCHA ALTA;Carreras PPE;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;4. 24-29;No;0;0
Reinscrito;1;1;M;COLEGIO;SAN LUIS GONZAGA;ESTATAL;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;POW SANG;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;0;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;TEODOSIO E. FRANCO GARCIA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;PUEBLO NUEVO;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;F;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;TRILCE;PRIVADA;CALLAO;CALLAO;BELLAVISTA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;22526 MEDARDO APARCANA HERNAND;;ICA;ICA;OCUCAJE;Carreras Pregrado;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;SEÑOR DE LUREN;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;1
Reinscrito;1;1;M;;;;ICA;PISCO;SAN CLEMENTE;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;INSTITUTO;UNITEK-CHINCHA;PRIVADA;ICA;CHINCHA;CHINCHA ALTA;Carreras PPE;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERIA INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;5. >=30;No;0;0
Reinscrito;1;0;M;COLEGIO;CEBA - ANDRES BELLO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;;SANTISIMO JESUS;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);NOCHE;SIN BENEFICIO;Remoto;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;MANUEL PRADO;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;2;0
Reinscrito;0;0;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;0;0;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;1
Reinscrito;1;1;M;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 50-50;UTP Ica;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;JOSE CARLOS MARIATEGUI;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;MARIANO E.RIVERO Y USTARIZ;ESTATAL;AREQUIPA;ISLAY;COCACHACRA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;OCUCAJE;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;LA TINGUINA;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);NOCHE;SIN BENEFICIO;Remoto;4. 24-29;No;2;0
Reinscrito;1;1;M;COLEGIO;JOSE CARLOS MARIATEGUI;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;SAN JOSE;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;SUBTANJALLA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;;;;AYACUCHO;PARINACOCHAS;CORACORA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;;LAS DUNAS;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;22305 JULIO CESAR TELLO;;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Virtual;4. 24-29;No;1;0
Reinscrito;1;1;M;;22770 SAN ANTONIO DE COPRODELI;;ICA;ICA;SUBTANJALLA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;2;0
Reinscrito;1;1;F;;COAR HUANCAVELICA;;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;CRISTO TE AMA;PRIVADA;ICA;ICA;LA TINGUINA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. Y MARKETING;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;0;0
Reinscrito;1;1;M;;22333 GENERAL JUAN JOSE SALAS;;ICA;ICA;SALAS;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. Y MARKETING;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;NUESTRA SEÑORA DE GUADALUPE;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;LA TINGUINA;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;LIBERTADORES DE AMERICA;ESTATAL;APURIMAC;AYMARAES;CHALHUANCA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;LOS INGENIEROS DE CHINCHA;PRIVADA;ICA;CHINCHA;CHINCHA ALTA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. Y MARKETING;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;TEODOSIO E. FRANCO GARCIA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;PARCONA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Virtual;2. 19-20;No;1;1
Reinscrito;1;1;F;COLEGIO;ANTONIA MORENO DE CACERES;ESTATAL;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Remoto;2. 19-20;No;0;0
Reinscrito;1;1;F;;;;ICA;ICA;SANTIAGO;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;3;0
Reinscrito;0;0;M;COLEGIO;NOBEL;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MAÑANA;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;M;;;;ICA;PALPA;LLIPATA;Carreras Pregrado 50-50;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (50/50);MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;1
Reinscrito;1;0;M;COLEGIO;ALAS PERUANAS;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;F;COLEGIO;NUESTRA SEÑORA DE LAS MERCEDES;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;0;0
Reinscrito;1;1;M;;;;ICA;NAZCA;VISTA ALEGRE;Carreras Pregrado 80-20;UTP Ica;Fac. Adm. Y Neg.;ADM. DE EMPRESAS (80/20);MIXTO;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;M;COLEGIO;RAUL PORRAS BARRENECHEA;ESTATAL;ICA;PALPA;PALPA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;F;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;0;0
Reinscrito;1;1;F;;;;ICA;ICA;PARCONA;Carreras Pregrado 80-20;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;3;0
Reinscrito;1;1;F;COLEGIO;SAN VICENTE;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;0;0;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MAÑANA;SIN BENEFICIO;Virtual;5. >=30;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;5. >=30;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;1;1
Reinscrito;1;1;F;;;;ICA;PISCO;INDEPENDENCIA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;LOS AQUIJES;Carreras Pregrado 80-20;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MAÑANA;SIN BENEFICIO;Remoto;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;JUAN VELAZCO ALVARADO;ESTATAL;ICA;PISCO;HUMAY;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;22406 ROBERTO PISCONTI RAMOS;ESTATAL;ICA;NAZCA;NAZCA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;NOCHE;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;COLEGIO;JOSE DE SAN MARTIN;ESTATAL;ICA;PISCO;PISCO;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;NAZCA;NAZCA;Carreras Pregrado 50-50;UTP Ica;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;UNION AMERICANA;PRIVADA;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA (80/20);MIXTO;SIN BENEFICIO;Remoto;3. 21-23;No;0;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Hum y CC Soc;PSICOLOGÍA (50/50);NOCHE;SIN BENEFICIO;Remoto;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;;;;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;M;;;;ICA;ICA;TATE;Carreras Pregrado 80-20;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO (80/20);MAÑANA;SIN BENEFICIO;Remoto;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 80-20;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA (80/20);MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;3;0
Reinscrito;1;1;M;COLEGIO;JOSE TORIBIO POLO;ESTATAL;ICA;ICA;SAN JUAN BAUTISTA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;CARMELITA;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MIXTO;SIN BENEFICIO;Presencial;4. 24-29;No;1;0
Reinscrito;1;1;F;COLEGIO;PAMER;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;1;0
Reinscrito;1;1;M;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Sist. Y Elect.;ING. DE SISTEMAS E INFORMÁTICA;NOCHE;SIN BENEFICIO;Virtual;4. 24-29;No;1;0
Reinscrito;1;1;M;COLEGIO;EVARISTE GALOIS;PRIVADA;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MAÑANA;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;NOCHE;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;FUTURA SCHOOLS;PRIVADA;ICA;ICA;PARCONA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;COLEGIO;SANTISIMO CRISTO MORENO;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
Reinscrito;1;1;M;COLEGIO;SAN LUIS GONZAGA;ESTATAL;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Hum y CC Soc;PSICOLOGIA;MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;PAMER;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Ing. Ind. Y Mec.;INGENIERÍA CIVIL;MAÑANA;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;M;;;;JUNIN;HUANCAYO;PILCOMAYO;Carreras Pregrado 50-50;UTP Ica;Fac. Ing. Ind. Y Mec.;ARQUITECTURA;MIXTO;SIN BENEFICIO;Presencial;2. 19-20;No;2;0
Reinscrito;1;1;M;;;;ICA;PISCO;PISCO;Carreras Pregrado 80-20;UTP Ica;Fac. Ing. Ind. Y Mec.;ING. INDUSTRIAL (80/20);MIXTO;SIN BENEFICIO;Presencial;3. 21-23;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;LA TINGUINA;Carreras Pregrado;UTP Ica;Fac. Adm. Y Neg.;ADM. DE NEGOCIOS INTERNACIO;NOCHE;SIN BENEFICIO;Virtual;2. 19-20;No;1;0
Reinscrito;1;1;F;;;;ICA;ICA;ICA;Carreras Pregrado 50-50;UTP Ica;Fac. Adm. Y Neg.;ADMINISTRACION DE NEGOCIOS (50/50);MIXTO;SIN BENEFICIO;Virtual;3. 21-23;No;2;0
Reinscrito;1;1;M;COLEGIO;VIRGEN MARIA DE GUADALUPE;PRIVADA;ICA;ICA;ICA;Carreras Pregrado;UTP Ica;Fac. Der. Cienc. Polit. Y RRII;DERECHO;MAÑANA;SIN BENEFICIO;Virtual;3. 21-23;No;1;0
