PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1,NAT_MARK,Year-DOB,Month-DOB,NAT_MARK_range,NAT_MARK_range_encoded
3,0,0,29.0,13.5,42.5,39.0,2007,12,0-60,0
3,0,0,30.0,20.0,48.0,63.2,2007,1,60-70,1
3,0,0,30.0,20.0,48.5,50.8,2007,10,0-60,0
3,0,0,24.0,15.0,10.5,34.300000000000004,2005,5,0-60,0
3,0,0,30.0,19.0,27.5,48.0,2007,5,0-60,0
3,0,0,30.0,20.0,49.5,56.0,2004,11,0-60,0
3,0,0,30.0,19.5,43.0,55.6,2007,5,0-60,0
3,0,0,26.0,19.0,33.0,45.1,2007,3,0-60,0
3,0,0,29.5,18.0,39.0,49.9,2007,11,0-60,0
3,0,0,29.0,18.0,34.5,46.9,2007,9,0-60,0
3,0,0,25.0,16.0,30.5,43.1,2007,6,0-60,0
3,0,0,30.0,19.0,48.5,58.9,2007,9,0-60,0
3,0,0,30.0,16.0,31.5,42.4,2005,10,0-60,0
3,0,0,30.0,20.0,40.0,51.7,2007,10,0-60,0
3,0,0,30.0,20.0,35.5,49.5,2007,6,0-60,0
3,0,0,30.0,19.5,48.0,58.9,2008,4,0-60,0
3,0,0,30.0,19.5,34.5,45.8,2007,8,0-60,0
3,0,0,29.0,17.0,31.0,43.1,2008,1,0-60,0
3,0,0,29.0,18.0,34.0,48.0,2007,5,0-60,0
3,0,0,30.0,20.0,50.0,68.8,2007,6,60-70,1
3,0,0,30.0,20.0,44.5,63.2,2007,6,60-70,1
3,0,0,29.5,16.5,30.0,40.8,2007,8,0-60,0
3,0,0,30.0,20.0,44.0,49.0,2007,7,0-60,0
3,0,0,30.0,19.0,43.0,52.1,2007,4,0-60,0
3,0,0,30.0,20.0,40.5,57.1,2007,2,0-60,0
3,0,0,30.0,20.0,50.0,60.4,2007,8,60-70,1
3,0,0,29.5,20.0,43.5,48.0,2008,1,0-60,0
3,0,0,30.0,20.0,47.5,60.8,2007,9,60-70,1
3,0,0,30.0,19.5,40.0,49.0,2007,8,0-60,0
3,0,0,30.0,20.0,49.0,57.5,2006,5,0-60,0
3,0,0,30.0,20.0,43.5,57.1,2004,10,0-60,0
3,0,0,30.0,20.0,40.0,57.1,2007,10,0-60,0
3,0,0,30.0,20.0,49.5,65.3,2007,4,60-70,1
3,0,0,29.0,19.0,38.5,45.1,2007,9,0-60,0
3,0,0,30.0,20.0,47.5,61.2,2007,6,60-70,1
3,0,0,30.0,19.5,40.0,56.7,2007,6,0-60,0
3,0,0,30.0,20.0,50.0,69.4,2007,3,60-70,1
3,0,0,26.0,15.0,27.0,41.6,2007,5,0-60,0
3,0,0,30.0,20.0,47.0,58.2,2007,10,0-60,0
3,0,0,30.0,20.0,46.5,54.1,2007,4,0-60,0
3,0,0,28.0,19.0,35.5,53.3,2007,4,0-60,0
3,0,0,30.0,19.0,43.0,60.0,2007,11,0-60,0
3,0,0,30.0,19.0,33.5,37.9,2007,5,0-60,0
3,0,0,29.0,16.0,23.0,39.0,2007,12,0-60,0
3,0,0,30.0,20.0,40.0,47.5,2007,4,0-60,0
3,0,0,30.0,19.5,34.0,47.5,2007,10,0-60,0
3,0,0,30.0,19.5,47.0,59.7,2007,4,0-60,0
3,0,0,30.0,18.5,40.5,52.1,2007,5,0-60,0
3,0,0,30.0,19.0,42.5,50.8,2007,10,0-60,0
3,0,0,30.0,20.0,50.0,66.2,2007,4,60-70,1
3,0,0,29.0,19.0,36.0,45.8,2007,12,0-60,0
3,0,0,30.0,19.0,38.5,46.3,2007,9,0-60,0
3,0,0,28.0,19.0,33.5,43.8,2007,5,0-60,0
3,0,0,30.0,20.0,46.5,60.8,2007,2,60-70,1
3,0,0,30.0,19.0,41.0,53.7,2007,5,0-60,0
3,0,0,30.0,20.0,40.5,53.7,2007,2,0-60,0
3,0,0,30.0,20.0,46.0,58.2,2007,6,0-60,0
3,0,0,28.5,18.0,31.0,42.4,2007,11,0-60,0
3,0,0,30.0,19.0,34.5,52.5,2007,12,0-60,0
3,0,0,25.5,15.0,30.0,40.8,2007,8,0-60,0
3,0,0,29.0,20.0,36.0,52.5,2007,11,0-60,0
3,0,0,30.0,20.0,40.0,54.9,2007,6,0-60,0
3,0,0,29.0,19.0,36.5,37.9,2004,9,0-60,0
3,0,0,30.0,19.0,44.0,51.3,2007,6,0-60,0
3,0,0,30.0,19.5,40.5,51.3,2007,11,0-60,0
3,0,0,28.0,18.0,23.0,45.1,2007,8,0-60,0
3,0,0,28.5,20.0,40.0,42.4,2006,9,0-60,0
3,0,0,30.0,20.0,49.5,66.2,2007,2,60-70,1
3,0,0,28.0,12.0,26.0,36.8,2004,9,0-60,0
3,0,0,29.0,19.0,32.0,49.9,2007,7,0-60,0
3,0,0,30.0,18.0,33.0,51.3,2007,4,0-60,0
3,0,0,30.0,18.0,32.5,46.9,2007,2,0-60,0
3,0,0,30.0,20.0,46.5,56.4,2007,12,0-60,0
3,0,0,27.0,18.5,34.0,49.9,2006,3,0-60,0
3,0,0,29.5,18.0,36.0,50.4,2005,8,0-60,0
3,0,0,30.0,19.0,38.0,49.5,2007,11,0-60,0
3,0,0,30.0,20.0,49.0,64.4,2007,1,60-70,1
3,0,0,30.0,19.0,41.0,50.4,2007,4,0-60,0
3,0,0,30.0,19.5,44.0,49.9,2007,9,0-60,0
3,0,0,28.5,18.0,23.5,39.9,2006,1,0-60,0
3,0,0,30.0,19.5,44.0,62.3,2007,11,60-70,1
3,0,0,30.0,20.0,42.5,56.4,2007,12,0-60,0
3,0,0,27.0,15.0,23.0,39.9,2006,9,0-60,0
3,0,0,30.0,20.0,43.0,55.6,2007,6,0-60,0
3,0,0,30.0,19.5,37.0,51.3,2007,6,0-60,0
3,0,0,22.0,18.5,18.0,36.8,2005,8,0-60,0
3,0,0,30.0,20.0,45.5,60.4,2007,5,60-70,1
3,0,0,30.0,20.0,44.0,54.9,2007,7,0-60,0
3,0,0,30.0,20.0,45.5,62.3,2007,7,60-70,1
3,0,0,30.0,20.0,49.5,71.8,2007,12,70-80,2
3,0,0,30.0,20.0,49.0,67.7,2007,8,60-70,1
3,0,0,30.0,20.0,40.5,48.5,2007,7,0-60,0
3,0,0,29.0,18.0,43.5,49.9,2007,11,0-60,0
3,0,0,30.0,19.0,30.0,43.8,2007,4,0-60,0
3,0,0,28.5,20.0,47.5,55.3,2007,6,0-60,0
3,0,0,30.0,20.0,44.0,52.5,2005,3,0-60,0
3,0,0,30.0,20.0,50.0,66.2,2007,7,60-70,1
3,0,0,30.0,19.5,47.0,61.9,2007,10,60-70,1
3,0,0,21.0,12.5,20.0,39.9,2007,9,0-60,0
3,0,0,30.0,20.0,49.5,65.8,2007,5,60-70,1
3,0,0,27.5,15.5,41.0,41.6,2005,6,0-60,0
3,0,0,30.0,20.0,40.0,45.8,2007,7,0-60,0
3,0,0,30.0,20.0,42.0,54.5,2007,7,0-60,0
3,0,0,30.0,20.0,44.5,56.0,2007,9,0-60,0
3,0,0,30.0,20.0,45.5,43.1,2007,1,0-60,0
3,0,0,30.0,20.0,49.5,55.3,2007,8,0-60,0
3,0,0,30.0,20.0,42.5,50.8,2006,2,0-60,0
3,0,0,30.0,18.0,28.0,39.9,2006,1,0-60,0
3,0,0,29.0,19.0,42.0,58.2,2007,12,0-60,0
3,0,0,30.0,20.0,41.0,45.1,2007,10,0-60,0
3,0,0,30.0,19.5,47.0,52.5,2007,6,0-60,0
3,0,0,30.0,20.0,45.0,52.9,2007,8,0-60,0
3,0,0,30.0,19.5,43.5,54.9,2007,2,0-60,0
3,0,0,30.0,19.5,46.5,60.8,2007,6,60-70,1
3,0,0,29.0,18.5,36.5,49.0,2007,11,0-60,0
3,0,0,30.0,20.0,45.0,61.2,2007,2,60-70,1
3,0,0,30.0,20.0,49.5,67.2,2007,6,60-70,1
3,0,0,30.0,19.5,33.5,50.4,2005,10,0-60,0
3,0,0,30.0,20.0,29.0,47.5,2007,12,0-60,0
3,0,0,28.5,19.0,20.0,37.9,2007,9,0-60,0
3,0,0,30.0,19.0,34.5,50.4,2007,4,0-60,0
3,0,0,30.0,19.0,37.0,41.6,2007,12,0-60,0
3,0,0,30.0,19.0,42.5,43.8,2007,5,0-60,0
3,0,0,29.5,20.0,38.0,43.1,2007,7,0-60,0
3,0,0,30.0,20.0,35.0,54.9,2006,5,0-60,0
3,0,0,30.0,16.0,19.5,41.6,2007,4,0-60,0
3,0,0,30.0,20.0,47.5,63.2,2007,1,60-70,1
3,0,0,29.0,19.5,44.0,58.6,2008,1,0-60,0
3,0,0,30.0,20.0,50.0,65.3,2007,2,60-70,1
3,0,0,29.5,18.5,33.0,43.8,2007,6,0-60,0
3,0,0,29.5,17.5,40.0,55.6,2007,10,0-60,0
3,0,0,30.0,20.0,47.0,64.4,2007,3,60-70,1
3,0,0,30.0,20.0,48.5,62.3,2007,12,60-70,1
3,0,0,30.0,20.0,47.0,65.3,2007,8,60-70,1
3,0,0,30.0,20.0,49.5,62.7,2007,10,60-70,1
3,0,0,30.0,20.0,42.0,52.9,2007,10,0-60,0
3,0,0,30.0,20.0,48.0,60.4,2007,9,60-70,1
3,0,0,28.0,19.0,25.0,39.9,2007,7,0-60,0
3,0,0,30.0,19.5,41.0,57.5,2007,7,0-60,0
3,0,0,30.0,17.0,24.5,39.0,2007,12,0-60,0
3,0,0,30.0,20.0,43.0,56.0,2007,12,0-60,0
3,0,0,29.5,16.0,24.0,46.3,2007,9,0-60,0
3,0,0,29.0,19.5,43.5,51.3,2007,11,0-60,0
3,0,0,28.5,15.0,28.5,32.7,2006,12,0-60,0
3,0,0,30.0,19.0,41.0,46.9,2007,2,0-60,0
3,0,0,29.0,20.0,38.0,43.1,2007,9,0-60,0
3,0,0,29.5,16.0,24.5,37.9,2006,8,0-60,0
3,0,0,30.0,20.0,43.5,49.0,2007,3,0-60,0
3,0,0,27.0,18.0,27.5,39.0,2006,6,0-60,0
3,0,0,30.0,18.0,39.0,52.5,2007,11,0-60,0
3,0,0,29.0,19.0,34.5,51.7,2007,6,0-60,0
3,0,0,30.0,19.0,42.0,54.5,2007,5,0-60,0
3,0,0,28.0,19.0,28.5,45.8,2007,6,0-60,0
3,0,0,30.0,20.0,41.5,64.9,2007,4,60-70,1
3,0,0,29.5,19.0,33.0,49.9,2007,11,0-60,0
3,0,0,30.0,19.5,43.5,48.5,2007,7,0-60,0
3,0,0,29.0,20.0,37.5,48.0,2007,11,0-60,0
3,0,0,29.5,18.0,39.5,49.0,2007,6,0-60,0
3,0,0,25.5,9.0,18.5,39.0,2007,2,0-60,0
3,0,0,30.0,20.0,49.0,54.5,2007,11,0-60,0
3,0,0,30.0,20.0,48.5,50.8,2007,11,0-60,0
3,0,0,26.0,18.0,29.0,41.6,2007,11,0-60,0
3,0,0,27.5,13.0,22.5,39.9,2007,10,0-60,0
3,0,0,30.0,20.0,45.5,57.1,2007,10,0-60,0
3,0,0,29.0,16.0,27.5,41.6,2007,5,0-60,0
3,0,0,30.0,20.0,48.0,67.7,2007,6,60-70,1
3,0,0,30.0,19.5,43.0,55.6,2007,5,0-60,0
3,0,0,30.0,20.0,46.0,58.6,2007,8,0-60,0
3,0,0,30.0,20.0,33.0,49.0,2007,7,0-60,0
3,0,0,28.0,19.5,34.0,0.0,2004,11,0-60,0
3,0,0,30.0,20.0,50.0,60.8,2007,2,60-70,1
3,0,0,30.0,19.0,36.0,48.0,2007,2,0-60,0
3,0,0,30.0,20.0,49.0,61.2,2007,2,60-70,1
3,0,0,30.0,19.0,31.0,47.5,2007,2,0-60,0
3,0,0,27.0,17.5,29.0,45.8,2007,7,0-60,0
2,0,0,30.0,20.0,47.5,72.5,2007,11,70-80,2
2,0,0,28.0,12.0,36.5,43.1,2007,3,0-60,0
2,0,0,27.0,13.5,27.0,35.6,2007,10,0-60,0
2,0,0,29.5,20.0,42.0,57.8,2006,5,0-60,0
2,0,0,29.5,17.0,33.5,52.5,2007,11,0-60,0
2,0,0,30.0,20.0,47.5,57.5,2007,6,0-60,0
2,0,0,27.5,15.5,29.5,52.5,2007,9,0-60,0
2,0,0,28.5,14.0,25.5,42.4,2008,1,0-60,0
2,0,0,27.5,12.5,27.5,43.1,2007,8,0-60,0
2,0,0,30.0,19.5,43.5,62.7,2007,7,60-70,1
2,0,0,30.0,20.0,38.0,61.6,2007,3,60-70,1
2,0,0,30.0,20.0,44.5,63.2,2007,2,60-70,1
2,0,0,29.5,19.0,40.5,53.7,2007,8,0-60,0
2,0,0,28.5,15.5,36.0,53.7,2007,1,0-60,0
2,0,0,29.5,18.0,33.0,52.1,2007,11,0-60,0
2,0,0,26.0,15.0,39.5,43.1,2007,8,0-60,0
2,0,0,30.0,16.5,30.0,52.1,2007,5,0-60,0
2,0,0,29.0,12.5,26.0,46.9,2007,3,0-60,0
2,0,0,30.0,20.0,44.5,60.0,2007,6,0-60,0
2,0,0,28.5,15.5,30.0,48.5,2007,4,0-60,0
2,0,0,28.0,15.0,25.0,45.8,2007,6,0-60,0
2,0,0,30.0,20.0,42.0,58.9,2007,2,0-60,0
2,0,0,28.5,17.5,40.5,46.3,2007,8,0-60,0
2,0,0,28.5,15.0,31.5,51.3,2007,8,0-60,0
2,0,0,27.5,15.5,28.0,45.8,2007,10,0-60,0
2,0,0,30.0,20.0,46.0,60.8,2007,2,60-70,1
2,0,0,29.0,16.5,33.5,50.8,2007,8,0-60,0
2,0,0,28.5,16.0,35.0,49.9,2007,10,0-60,0
2,0,0,29.0,17.0,27.0,50.8,2007,12,0-60,0
2,0,0,29.5,18.0,37.5,52.9,2007,7,0-60,0
2,0,0,29.5,13.0,37.0,52.1,2007,12,0-60,0
2,0,0,27.5,14.0,28.0,44.5,2007,11,0-60,0
2,0,0,30.0,20.0,43.0,71.8,2007,7,70-80,2
2,0,0,30.0,20.0,49.5,67.2,2007,8,60-70,1
2,0,0,28.0,14.0,30.0,49.5,2008,1,0-60,0
2,0,0,27.0,10.5,22.5,42.4,2007,11,0-60,0
2,0,0,30.0,17.0,41.0,58.9,2007,5,0-60,0
2,0,0,30.0,19.5,41.5,56.0,2007,5,0-60,0
2,0,0,28.0,15.0,26.5,45.8,2006,12,0-60,0
2,0,0,24.5,10.5,30.0,36.8,2007,1,0-60,0
2,0,0,27.0,10.0,24.0,45.8,2007,5,0-60,0
2,0,0,30.0,19.0,42.0,61.6,2008,3,60-70,1
2,0,0,30.0,20.0,48.5,66.7,2006,9,60-70,1
2,0,0,26.5,12.0,23.0,37.9,2007,6,0-60,0
2,0,0,27.5,12.0,26.0,43.1,2006,6,0-60,0
2,0,0,28.0,16.0,34.0,40.8,2007,2,0-60,0
2,0,0,30.0,19.5,42.0,59.3,2007,8,0-60,0
2,0,0,29.5,19.0,35.5,56.0,2007,11,0-60,0
2,0,0,27.5,9.5,24.5,44.5,2007,2,0-60,0
2,0,0,30.0,19.5,44.5,63.2,2007,5,60-70,1
2,0,0,29.5,16.0,35.5,49.0,2007,1,0-60,0
2,0,0,27.5,7.5,26.0,36.8,2007,10,0-60,0
2,0,0,30.0,19.0,46.0,53.7,2007,11,0-60,0
2,0,0,30.0,20.0,49.5,64.4,2003,7,60-70,1
2,0,0,28.0,15.0,33.0,49.9,2007,5,0-60,0
2,0,0,25.5,7.0,15.5,39.9,2007,10,0-60,0
2,0,0,29.0,16.0,27.0,43.8,2008,1,0-60,0
2,0,0,30.0,20.0,49.0,57.8,2006,6,0-60,0
2,0,0,27.5,12.0,21.5,46.9,2007,2,0-60,0
2,0,0,30.0,19.0,41.0,52.9,2007,12,0-60,0
2,0,0,29.0,13.5,24.5,42.4,2006,5,0-60,0
2,0,0,28.5,9.0,22.5,35.6,2006,7,0-60,0
2,0,0,30.0,20.0,49.0,58.9,2007,8,0-60,0
2,0,0,30.0,19.5,43.0,61.9,2007,12,60-70,1
2,0,0,29.0,19.5,39.0,55.3,2007,5,0-60,0
2,0,0,29.5,18.5,42.5,54.5,2007,12,0-60,0
2,0,0,29.5,16.5,34.0,49.9,2007,8,0-60,0
2,0,0,29.5,18.5,31.5,58.6,2005,7,0-60,0
2,0,0,29.0,18.5,34.5,49.9,2007,12,0-60,0
2,0,0,30.0,15.0,33.0,51.3,2007,1,0-60,0
2,0,0,28.0,15.5,24.5,43.1,2007,12,0-60,0
2,0,0,26.5,12.0,24.5,39.0,2008,1,0-60,0
2,0,0,29.5,13.5,21.5,48.5,2007,11,0-60,0
2,0,0,30.0,17.0,39.5,55.3,2007,10,0-60,0
2,0,0,28.5,17.0,32.0,51.7,2007,10,0-60,0
2,0,0,30.0,19.0,37.5,51.7,2007,10,0-60,0
2,0,0,28.5,14.5,30.0,43.1,2007,6,0-60,0
2,0,0,28.5,12.0,30.0,43.1,2007,8,0-60,0
2,0,0,28.0,13.5,32.5,41.6,2007,2,0-60,0
2,0,0,30.0,20.0,45.0,64.0,2007,3,60-70,1
2,0,0,26.5,15.5,21.0,45.1,2007,8,0-60,0
2,0,0,29.0,10.0,21.0,43.1,2007,4,0-60,0
2,0,0,28.0,13.5,25.5,47.5,2007,9,0-60,0
2,0,0,27.5,13.0,30.0,45.8,2007,2,0-60,0
2,0,0,29.5,20.0,39.5,60.0,2008,1,0-60,0
2,0,0,27.5,16.0,36.0,43.8,2006,6,0-60,0
2,0,0,28.0,15.5,35.0,46.9,2006,9,0-60,0
2,0,0,28.5,14.0,30.5,47.5,2007,9,0-60,0
2,0,0,25.5,6.0,7.5,34.300000000000004,2007,6,0-60,0
2,0,0,29.5,18.5,44.0,49.5,2007,11,0-60,0
2,0,1,29.0,18.0,34.0,52.1,2007,9,0-60,0
2,0,1,21.0,12.0,27.0,36.8,2007,10,0-60,0
2,0,1,30.0,20.0,50.0,68.3,2001,14,60-70,1
2,0,1,30.0,19.0,48.0,55.6,2007,6,0-60,0
2,0,1,29.0,20.0,49.0,58.6,2007,5,0-60,0
2,0,1,30.0,20.0,47.0,56.4,2007,6,0-60,0
2,0,1,30.0,20.0,49.0,68.8,2007,2,60-70,1
2,0,1,27.0,12.0,22.0,34.300000000000004,2007,1,0-60,0
2,0,1,25.0,16.0,29.0,40.8,2007,9,0-60,0
2,0,1,30.0,18.0,43.0,0.0,2007,12,0-60,0
2,0,1,30.0,19.0,38.0,51.3,2007,12,0-60,0
2,0,1,29.0,18.0,37.0,52.5,2007,6,0-60,0
2,0,1,26.0,15.0,34.0,36.8,2007,12,0-60,0
2,0,1,30.0,20.0,50.0,65.3,2007,10,60-70,1
2,0,1,29.0,19.0,37.0,50.4,2007,7,0-60,0
2,0,1,29.0,18.0,40.0,56.0,2008,1,0-60,0
2,0,1,30.0,20.0,50.0,62.7,2007,5,60-70,1
2,0,1,30.0,19.0,37.0,55.6,2007,3,0-60,0
2,0,1,30.0,20.0,50.0,67.2,2007,10,60-70,1
2,0,1,30.0,20.0,49.0,52.9,2007,6,0-60,0
2,0,1,29.0,19.0,34.0,57.1,2007,11,0-60,0
2,0,1,30.0,20.0,49.0,57.5,2008,1,0-60,0
2,0,1,21.0,15.0,33.0,34.300000000000004,2007,9,0-60,0
2,0,1,29.0,19.0,48.0,56.0,2007,6,0-60,0
2,0,1,30.0,18.0,35.0,56.0,2007,3,0-60,0
2,0,1,30.0,19.0,42.0,54.1,2007,5,0-60,0
2,0,1,30.0,20.0,48.0,69.4,2008,1,60-70,1
2,0,1,30.0,20.0,50.0,61.9,2007,11,60-70,1
2,0,1,21.0,15.0,32.0,25.9,2007,3,0-60,0
2,0,1,29.0,18.0,37.0,49.5,2007,7,0-60,0
2,0,1,28.0,16.0,34.0,49.5,2008,2,0-60,0
2,0,1,29.0,17.0,33.0,49.5,2007,6,0-60,0
2,0,1,30.0,20.0,47.0,63.2,2007,8,60-70,1
2,0,1,30.0,20.0,44.0,59.3,2007,2,0-60,0
2,0,1,30.0,20.0,47.0,56.0,2007,3,0-60,0
2,0,1,29.0,19.0,47.0,41.6,2007,2,0-60,0
2,0,1,30.0,19.0,50.0,64.9,2007,6,60-70,1
2,0,1,30.0,20.0,50.0,66.7,2007,3,60-70,1
2,0,1,28.0,17.0,37.0,57.8,2007,6,0-60,0
2,0,1,24.0,15.0,40.0,48.0,2007,5,0-60,0
2,0,1,30.0,20.0,40.0,60.0,2007,10,0-60,0
2,0,1,27.0,16.0,29.0,42.4,2007,8,0-60,0
2,0,1,30.0,20.0,47.0,57.8,2007,6,0-60,0
2,0,1,26.0,17.0,21.0,43.1,2007,8,0-60,0
2,0,1,28.0,19.0,43.0,54.5,2007,4,0-60,0
2,0,1,30.0,20.0,50.0,60.8,2007,5,60-70,1
2,0,1,29.0,18.0,37.0,56.0,2007,3,0-60,0
2,0,1,28.0,14.0,27.0,49.9,2007,7,0-60,0
2,0,1,30.0,20.0,50.0,67.7,2007,12,60-70,1
2,0,1,25.0,12.0,23.0,45.1,2007,12,0-60,0
2,0,1,30.0,19.0,36.0,54.1,2007,11,0-60,0
2,0,1,29.0,16.0,26.0,49.9,2007,12,0-60,0
2,0,1,30.0,20.0,46.0,69.4,2007,6,60-70,1
2,0,1,29.0,19.0,45.0,60.8,2007,6,60-70,1
2,0,1,26.0,14.0,20.0,43.1,2007,12,0-60,0
2,0,1,30.0,20.0,50.0,64.4,2007,3,60-70,1
2,0,1,27.0,12.0,24.0,41.6,2007,2,0-60,0
2,0,1,22.0,12.0,30.0,40.8,2007,8,0-60,0
2,0,1,30.0,20.0,47.0,60.0,2007,1,0-60,0
2,0,1,30.0,20.0,48.0,52.5,2007,3,0-60,0
2,0,1,25.0,15.0,36.0,37.9,2007,12,0-60,0
2,0,1,27.0,17.0,20.0,56.0,2007,6,0-60,0
2,0,1,29.0,16.0,43.0,52.5,2007,12,0-60,0
2,0,1,30.0,19.0,41.0,50.4,2006,12,0-60,0
2,0,1,29.0,19.0,37.0,48.0,2007,5,0-60,0
2,0,1,26.0,12.0,24.0,34.300000000000004,2007,10,0-60,0
2,0,1,28.0,12.0,30.0,44.5,2007,7,0-60,0
2,0,1,29.0,20.0,50.0,64.9,2007,6,60-70,1
2,0,1,30.0,19.0,47.0,61.9,2007,8,60-70,1
2,0,1,28.0,17.0,41.0,58.6,2007,12,0-60,0
2,0,1,30.0,20.0,50.0,69.4,2007,2,60-70,1
2,0,1,30.0,20.0,42.0,61.9,2008,1,60-70,1
2,0,1,30.0,19.0,50.0,67.2,2007,9,60-70,1
2,0,1,30.0,20.0,48.0,66.7,2008,2,60-70,1
2,0,1,30.0,18.0,46.0,51.3,2007,9,0-60,0
2,0,1,30.0,20.0,46.0,57.8,2007,5,0-60,0
2,0,1,27.0,14.0,24.0,42.4,2007,11,0-60,0
2,0,1,30.0,19.0,48.0,67.7,2007,4,60-70,1
2,0,1,27.0,18.0,30.0,43.8,2007,10,0-60,0
2,0,1,30.0,19.0,45.0,60.8,2007,1,60-70,1
2,0,1,29.0,18.0,31.0,50.4,2007,2,0-60,0
2,0,1,30.0,18.0,46.0,66.7,2008,1,60-70,1
2,0,1,27.0,17.0,18.0,46.3,2007,4,0-60,0
2,0,1,26.0,12.0,23.0,37.9,2007,12,0-60,0
2,0,1,25.0,12.0,30.0,40.8,2007,12,0-60,0
2,0,1,27.0,12.0,27.0,50.4,2008,1,0-60,0
2,0,1,27.0,20.0,45.0,53.3,2007,3,0-60,0
2,0,1,30.0,20.0,50.0,71.2,2007,12,70-80,2
2,0,1,24.0,14.0,40.0,32.7,2007,1,0-60,0
2,0,1,29.0,20.0,41.0,55.3,2007,4,0-60,0
2,0,1,26.0,13.0,21.0,34.300000000000004,2007,8,0-60,0
2,0,1,30.0,20.0,48.0,68.3,2007,4,60-70,1
2,0,1,30.0,20.0,48.0,64.0,2007,5,60-70,1
2,0,1,25.0,16.0,32.0,46.3,2007,2,0-60,0
2,0,1,29.0,18.0,47.0,39.0,2007,10,0-60,0
2,0,1,30.0,19.0,46.0,50.8,2008,1,0-60,0
2,0,1,30.0,19.0,44.0,59.3,2008,1,0-60,0
2,0,1,20.0,10.0,35.0,32.7,2006,12,0-60,0
2,0,1,25.0,13.0,22.0,43.1,2007,5,0-60,0
2,0,1,29.0,19.0,47.0,52.5,2007,9,0-60,0
2,0,1,30.0,17.0,38.0,47.5,2007,10,0-60,0
2,0,1,30.0,17.0,41.0,49.5,2007,9,0-60,0
2,0,1,24.0,12.0,31.0,34.300000000000004,2007,3,0-60,0
2,0,1,30.0,18.0,42.0,49.9,2007,8,0-60,0
2,0,1,29.0,17.0,47.0,54.1,2008,7,0-60,0
2,0,1,30.0,19.0,47.0,60.0,2007,1,0-60,0
2,0,1,30.0,20.0,50.0,69.9,2007,9,60-70,1
2,0,1,20.0,10.0,6.0,25.9,2006,4,0-60,0
2,0,1,30.0,20.0,48.0,63.6,2007,3,60-70,1
2,0,1,26.0,14.0,33.0,32.7,2007,5,0-60,0
2,0,1,28.0,17.0,18.0,43.8,2007,10,0-60,0
2,0,1,30.0,20.0,50.0,71.2,2007,11,70-80,2
2,0,1,29.0,17.0,38.0,53.7,2007,10,0-60,0
2,0,1,30.0,20.0,47.0,62.7,2007,6,60-70,1
2,0,1,29.0,17.0,39.0,60.8,2007,5,60-70,1
2,0,1,30.0,20.0,50.0,71.8,2007,7,70-80,2
2,0,1,30.0,19.0,41.0,55.3,2007,12,0-60,0
2,0,1,22.0,12.0,16.0,34.300000000000004,2007,3,0-60,0
2,0,1,30.0,19.0,41.0,61.2,2007,3,60-70,1
2,0,1,30.0,20.0,50.0,60.8,2007,5,60-70,1
2,0,1,28.0,17.0,37.0,48.0,2008,1,0-60,0
2,0,1,30.0,19.0,47.0,61.2,2007,6,60-70,1
2,0,1,30.0,20.0,48.0,66.7,2007,6,60-70,1
2,0,1,29.0,18.0,48.0,57.5,2007,12,0-60,0
2,0,1,30.0,20.0,45.0,68.3,2007,2,60-70,1
2,0,1,30.0,20.0,49.0,62.3,2007,9,60-70,1
2,0,1,30.0,19.0,45.0,60.0,2007,1,0-60,0
2,0,1,29.0,19.0,46.0,58.2,2007,3,0-60,0
2,0,1,27.0,17.0,32.0,44.5,2007,9,0-60,0
2,0,1,27.0,16.0,40.0,46.9,2007,10,0-60,0
2,0,1,26.0,16.0,21.0,49.0,2007,11,0-60,0
2,0,1,22.0,13.0,25.0,30.9,2007,3,0-60,0
2,0,1,30.0,20.0,50.0,65.3,2007,5,60-70,1
2,0,1,28.0,20.0,41.0,48.0,2007,6,0-60,0
2,0,1,30.0,20.0,49.0,69.4,2007,9,60-70,1
2,0,1,29.0,18.0,39.0,52.1,2007,6,0-60,0
2,0,1,29.0,19.0,45.0,62.3,2008,1,60-70,1
2,0,1,30.0,19.0,41.0,52.1,2007,6,0-60,0
2,0,1,30.0,20.0,50.0,71.2,2007,8,70-80,2
2,0,1,29.0,19.0,38.0,60.8,2007,12,60-70,1
2,0,1,29.0,19.0,48.0,61.2,2007,7,60-70,1
2,0,1,22.0,14.0,29.0,30.9,2007,1,0-60,0
2,0,1,26.0,12.0,23.0,44.5,2007,10,0-60,0
2,0,1,30.0,20.0,48.0,59.7,2008,1,0-60,0
2,0,1,28.0,17.0,27.0,52.5,2007,5,0-60,0
2,0,1,27.0,19.0,40.0,49.5,2007,12,0-60,0
2,0,1,30.0,20.0,50.0,73.3,2007,5,70-80,2
2,0,1,26.0,17.0,37.0,45.8,2007,3,0-60,0
2,0,1,28.0,17.0,38.0,50.8,2007,4,0-60,0
2,0,1,29.0,18.0,43.0,49.0,2007,12,0-60,0
2,0,1,30.0,20.0,48.0,61.9,2007,7,60-70,1
2,0,1,30.0,20.0,48.0,62.7,2007,12,60-70,1
2,0,1,20.0,10.0,10.0,37.9,2008,1,0-60,0
2,0,1,29.0,18.0,41.0,58.2,2007,2,0-60,0
2,0,1,27.0,15.0,29.0,50.4,2007,8,0-60,0
